id,objet,montant,codecpv,procedure,nature,datenotification,dureemois,formeprix,acheteur_id,acheteur_nom,titulaire_id_1,titulaire_denominationsociale_2,offresrecues,lieuexecution_nom,lieuexecution_code,lieuexecution_typecode,source
2023F845-400,LOT 4 COCKTAILS,260000.0,55520000-1,Procédure adaptée,Accord-cadre,2023-12-21,48,Révisable,21971113200015,,53483882600012,,,LE GOSIER,,,data.gouv.fr_pes
2023007200,ASSURANCE DES DOMMAGES AUX BIENS ET DES RISQUES ANNEXE,2664587.5,66510000-8,Appel d'offres ouvert,Marché,2023-12-21,60,Ferme,21920036700015,,31124863700804,,,COMMUNE DE GENNEVILLIERS,,,data.gouv.fr_pes
2023F843-100,SCENE SONORISATION,240000.0,79952000-2,Procédure adaptée,Accord-cadre,2023-12-21,48,Révisable,21971113200015,,53483882600012,J2C ANTILLES,,LE GOSIER,,,data.gouv.fr_pes
2023190200,VIANDE PORCINE FRAICHE BIO,80000.0,15000000-8,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Révisable,21310157900018,,39342235700011,,,CUGNAUX,,,data.gouv.fr_pes
202300700,DESAMIANTAGE - DEMOLITION D'UN ANCIEN HANGAR - LOT 2,123026.0,45111100-9,Procédure adaptée,Marché,2023-12-21,12,Ferme,21370083400012,,31654902100038,,,Cormery,,,data.gouv.fr_pes
2023MAG233600200,QUINCAILLERIE SERRURERIE VISSERIE,300000.0,44316000-8,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Révisable,21380317400019,,56382048900182,,,PONTDECLAIX,,,data.gouv.fr_pes
20232024T0000100,réaménagement du foyer du marin au centre nautique de Moulin mer,140005.0,45454000-4,Procédure adaptée,Marché,2023-12-21,3,Ferme,24290080100133,,63542013600015,,,(29) Finistère,,,megalis-bretagne
202398060100,Marché 5536 SPIE ICS - Fourniture d'une solution de gestion de la téléphonie fixe et de la gestion d'un centre d'appel avec softphonie pour Caen la mer Habitat,482838.0,64210000-1,Appel d'offres ouvert,Marché,2023-12-21,120,Révisable,27140002000027,,32410382900721,,,Caen,,,e-marchespublics
2023-07-01-0000,LOT 1 TERASSEMENTS / RESEAUX DIVERS - REQUALIFICATION DE LA TRAVERSEE DE ROSSES - SECTEUR DES CHENEVIERS,142999.0,45233140-2,Procédure adaptée,Marché,2023-12-21,7,Révisable,21740094400013,,32799322600015,,,Cranves-Sales,,,data.gouv.fr_pes
2023MP23-0900,MP23-09 Acquisition mini benne,76000.0,44613700-7,Procédure adaptée,Marché,2023-12-21,8,Ferme,24840029300226,,48073059700022,,,MONTEUX,,,data.gouv.fr_pes
202306090827A00,TRAVAUX CONSTRUCTION MAISON HABITAT,95353.16,45111000-8,Appel d'offres ouvert,Marché,2023-12-21,19,Révisable,24440064400013,,34369137400023,,,SAINT-NAZAIRE,,,data.gouv.fr_pes
202323PF3301000,VIANDE DE VOLAILLE BIO,50000.0,15112000-6,Appel d'offres ouvert,Accord-cadre,2023-12-21,1,Révisable,21060157100016,,95580451300021,,,VENCE,,,data.gouv.fr_pes
202323PF3302000,EPICERIE BIO,90000.0,15894700-8,Appel d'offres ouvert,Accord-cadre,2023-12-21,1,Révisable,21060157100016,,44236533400048,,,VENCE,,,data.gouv.fr_pes
2446393,L'opération de travaux a pour objet  la construction de 23 logements collectifs-Zac du Ponterlant à Avion: Lot 5: Métallerie,92355.0,45262670-8,Procédure adaptée,Marché,2023-12-21,16,Forfaitaire,32791063400069,,84429515400018,,1.0,,,,e-marchespublics
24100459710,CONTRAT D'ENTRETIEN MENAGER POUR LES PATRIMOINES  DE LIMOGES HABITAT ET  SAINT-JUNIEN HABITAT: Lot 10: AGENCE NORD OUEST VICTOR THUILLAT - MAS LOUBIER,15078.0,90910000-9,Appel d'offres ouvert,Marché,2023-12-21,12,Forfaitaire,87826475300012,,42868535801518,,5.0,,,,e-marchespublics
2410045969,CONTRAT D'ENTRETIEN MENAGER POUR LES PATRIMOINES  DE LIMOGES HABITAT ET  SAINT-JUNIEN HABITAT: Lot 9: AGENCE NORD OUEST PETITS COLLECTIFS 1,5209.0,90910000-9,Appel d'offres ouvert,Marché,2023-12-21,12,Forfaitaire,87826475300012,,42868535801518,,4.0,,,,e-marchespublics
2023S0407MPAOC00,MSBC CENTRE DE COMPETENCES EN DEVELOPPEMENT No 6 AZURE DEVOPS DES APPLICATIONS METIERS POUR LA DSI,55200.0,72500000-0,Procédure adaptée,Marché subséquent,2023-12-21,6,Ferme,25670115200025,,52377286100028,,,RÃGION GRAND EST,,,data.gouv.fr_pes
2024ENTR RESEA01,Entretien des réseaux et ouvrages d'assainissement,101322.4,45232411-6,Procédure adaptée,Accord-cadre,2023-12-21,12,Ferme,25540104400011,,57202552611943,,,"Conflans, Doncourt, Giraumont, Jarny, Labry",,,data.gouv.fr_pes
2023-01300,Rénovation salle Cargo-LOT 1-Serrurerie,89990.0,45223220-4,Procédure adaptée,Marché,2023-12-21,8,Ferme et actualisable,20006542300010,,37787248600016,,,SEGRE EN ANJOU BLEU,,,data.gouv.fr_pes
202300732312100,MAINTENANCE DES INSTALLATIONS THERMIQUES DES BATIMENTS DU DEPARTEMENT DU TARN,240000.0,50531100-7,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Révisable,22810001200019,,45650053706585,,,Tarn,,,data.gouv.fr_pes
20232023242100,"Marché pour la fourniture de réactifs, de petits consommables et matériels d?autopsies spécifiques aux laboratoires, pour le secteur de la santé animale.",136000.0,33696300-8,Procédure adaptée,Accord-cadre,2023-12-21,48,Ferme,22830001800113,,32520472500049,,,TOULON CEDEX,,,data.gouv.fr_pes
2023F843-500,LOT 5 CHAPITEAUX TENTES,80000.0,79952000-2,Procédure adaptée,Accord-cadre,2023-12-21,48,Révisable,21971113200015,,53483882600012,,,LE GOSIER,,,data.gouv.fr_pes
2023M2D0043DCP00,ENTRETIEN MAINTENANCE ET AMÉNAGEMENT DES SITES DE LA MMM - ELECTRICITE COURANTS FORTS CF HORS ÉQUIPEMENTS SPORTIFS ET STADES- LOT 16,10380000.0,45310000-3,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Révisable,24340001700022,,44005586102367,INEO MPLR SNC,,MONTPELLIER MEDITERRANEE METRO,,,data.gouv.fr_pes
2023CPM0900,PRESTATIONS DE MEDIATION ET CONFERENCES,3340000.0,92521000-9,Procédure adaptée,Marché,2023-12-21,48,Révisable,52187236600013,,33530956300096,,,METZ,,,data.gouv.fr_pes
2023MAG233600300,PLOMBERIE SANITAIRES CHAUFFAGE,100000.0,44115200-1,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Révisable,21380317400019,,56382048900182,,,PONTDECLAIX,,,data.gouv.fr_pes
20232023T0002100,"Marché de renouvellement des réseaux EU, EP et AEP du quartier des Sables Blancs",1124128.85,45232410-9,Procédure adaptée,Marché,2023-12-21,19,Révisable,24290064500027,,56207750300638,,,(29) Finistère,,,megalis-bretagne
20232023S0003100,Assistance à maitrise d’ouvrage relative à l’étude du devenir de l’unité de tri-mécano biologique (TMB) du SMPRB et de son site,31925.0,71241000-9,Procédure adaptée,Marché,2023-12-21,12,Ferme,25220319500034,,49001855300027,,,(35) Ille-et-Vilaine,,,megalis-bretagne
202420231000100,LOT1. VRD.  AMENAGEMENT DE L'AVENUE MARECHAL LECLERC,995319.0,45200000-9,Procédure adaptée,Marché,2023-12-21,14,Ferme,21840089300010,,39876221100025,,,PERTUIS,,,data.gouv.fr_pes
20232023021_0200,INTERIM CHAUFFEURS,1125000.0,90511000-2,Appel d'offres ouvert,Accord-cadre,2023-12-21,37,Ferme,20007341900018,,43805221900161,ADEF LE PUY SERVICES PERSONNEL,,LE PUY EN VELAY,,,data.gouv.fr_pes
249985021,"Passation de marchés d'assurances pour les besoins de la communauté de communes du pays de craon et du c.i.a.s du pays de craon, dans le cadre du groupement de commande dont la ccpc est coordonnateur: Lot 1 : Dommages aux biens mobiliers et immobiliers",78763.0,66515000-3,Appel d'offres ouvert,Marché,2023-12-21,48,Forfaitaire,20004855100010,,30130960500410,,1.0,,,,e-marchespublics
202423PF3302100,FRUITS ET LEGUMES,180000.0,15300000-1,Appel d'offres ouvert,Accord-cadre,2023-12-21,1,Ferme,26060063000024,,37806090900017,,,VENCE,,,data.gouv.fr_pes
20232400,SOUSCRIPTION D'UN MARCHE D'ASSURANCES RISQUES STATUTAIRES,78197.29,66512000-2,Appel d'offres ouvert,Marché,2023-12-21,36,Révisable,21240547600012,,31049995900891,WILLIS TOWERS WATSON,,Terrasson-Lavilledieu,,,data.gouv.fr_pes
20241-300,LOT 3 GROS OEUVRE ET PAREMENT BRIQUE,272500.0,45212331-5,Procédure adaptée,Marché,2023-12-21,14,Révisable,21720344700016,,30909703800025,,,Spay,,,data.gouv.fr_pes
20231800,GROS OEUVRE,339478.23,45210000-2,Procédure adaptée,Marché,2023-12-21,12,Révisable,20005721400013,,33163044200027,,,Percy-en-Normandie,,,data.gouv.fr_pes
24100460013,CONTRAT D'ENTRETIEN MENAGER POUR LES PATRIMOINES  DE LIMOGES HABITAT ET  SAINT-JUNIEN HABITAT: Lot 13: AGENCE OUEST GRANDS COLLECTIFS 1,64198.0,90910000-9,Appel d'offres ouvert,Marché,2023-12-21,12,Forfaitaire,87826475300012,,42868535801518,,3.0,,,,e-marchespublics
202423SLM05000,Lutterbach - mission de maîtrise d'oeuvre pour la réhabilitation d'un immeuble de 11 logements - 1 et 3 rue wilson,62700.0,71000000-8,Procédure adaptée,Marché,2023-12-21,20,Forfaitaire,94565114900235,,38066321100015,,6.0,,,,e-marchespublics
2023-004Slot100,Assurances Dommage aux Biens (lot 1),71519.8,66510000-8,Procédure adaptée,Marché,2023-12-21,48,Révisable,21740043100011,,77983836600028,,,Bons-en-Chablais,,,data.gouv.fr_pes
202424001MA200,TRANSPORTS LOT 2 - CENTRES DE LOISIRS ACM,70000.0,60172000-4,Procédure adaptée,Accord-cadre,2023-12-21,24,Révisable,21590153900019,,44722007000034,,,CONDE SUR L ESCAUT,,,data.gouv.fr_pes
2024F23085L000,SQY FOURNITURES DE BUREAU POUR LES SERVICES,40000.0,30192000-1,Procédure adaptée,Accord-cadre,2023-12-21,1,Révisable,20005878200018,,44455346500014,,,TRAPPES,,,data.gouv.fr_pes
2023F110800,ACQUISITION DE ROLL PACKER,824000.0,43315000-4,Appel d'offres ouvert,Marché,2023-12-21,120,Ferme,24300059300034,,50242454200046,,,VAUVERT,,,data.gouv.fr_pes
2023030100,MISSION DE MAITRISE D OEUVRE GLOBALE - TRAVAUX DE CREATION D UN CHATEAU D EAU DE 950 M3 - COMMUNE D ALLOINAY,273795.0,41110000-3,Procédure adaptée,Marché,2023-12-21,11,Révisable,25790125600038,,50378410000029,ARCHITECTURE DIMENSION,,ALLOINAY,,,data.gouv.fr_pes
202307100,M2023-071- TX DEMOL ET CONST GS POUDRERIE LOT N° 14 : EQUIPEMENTS DE CUISINE,140706.12,39221000-7,Procédure adaptée,Marché,2023-12-21,24,Ferme,21930046400019,,34329785900047,,,LIVRY-GARGAN,,,data.gouv.fr_pes
249883423,"MARCHE DE CONSEIL, D'ASSISTANCE ET D'EXPERTISE TECHNICO-ECONOMIQUES, FINANCIERS ET JURIDIQUES",200000.0,71316000-6,Appel d'offres ouvert,Marché,2023-12-21,12,Forfaitaire,20003772900023,,43483831400046,,3.0,,,,e-marchespublics
202318400,"Trouville/mer - quartier de la croix sonnet - travaux de construction de 16 logements individuels et 14 logements intermédiaires: Lot 2 : Installation de chantier et#8211, Gros ?uvre",1520375.0,45223220-4,Procédure adaptée,Marché,2023-12-21,24,Révisable,78070570300012,,39915600900033,,,TROUVILLE SUR MER,,,e-marchespublics
202319200,Trouville/mer - quartier de la croix sonnet - travaux de construction de 16 logements individuels et 14 logements intermédiaires: Lot 10 : Peinture,95000.0,44810000-1,Procédure adaptée,Marché,2023-12-21,24,Révisable,78070570300012,,81527811400039,,,TROUVILLE SUR MER,,,e-marchespublics
20232023T0000700,Rénovation d'un logement communal - PEINTURE/REVETEMENTDE SOL/ FAÏENCE,25927.94,45430000-0,Procédure adaptée,Accord-cadre,2023-12-21,12,Ferme et actualisable,21350109100010,,35095418600010,,,(35) Ille-et-Vilaine,,,megalis-bretagne
2023202316CCDS00,NETTOYAGE ET ENTRETIEN DES LOCAUX DE LA CCDS,109696.0,90911200-8,Procédure adaptée,Accord-cadre,2023-12-21,48,Révisable,20002754800029,,50888610800010,,,KOUROU,,,data.gouv.fr_pes
2023V23F0070500,FRN ELECT LOT 5 BATIMENTS COMMUNAUX,233333.32,31600000-2,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Révisable,21680154800019,,33018972100047,,,ILLZACH CEDEX,,,data.gouv.fr_pes
202323AP23200000,MS1 LOT1 VOIRIE VIABILISATION BONNEVEAUX SAINT VIVIEN,827444.3,45113000-2,Procédure adaptée,Marché subséquent,2023-12-21,9,Ferme,24170043400020,,41239570900063,,,LA ROCHELLE,,,data.gouv.fr_pes
202321-12-000400,CONFORTATION ET RESTAURATION DE LA GALERIE DE L'HOTEL DE VILLE - LOT 3,312816.75,45261000-4,Procédure adaptée,Marché,2023-12-21,15,Ferme et actualisable,21900033800174,,42288737200015,,,Delle,,,data.gouv.fr_pes
2023O542900,Cession du spectacle Welfare,145065.1,92320000-0,Marché négocié sans publicité ni mise en concurrence préalable,Marché,2023-12-21,12,Ferme,21690123100011,,32725916400017,,,Lyon,,,data.gouv.fr_pes
20232024S0001100,"Le présent appel d’offre concerne l’acquisition et la location d'imprimantes et de photocopieurs multifonctions, la maintenance, la fourniture de consommables (hors papier), de logiciels et de prestations associées. - Les acheteurs souhaitent pouvoir ac...",110000.0,50310000-1,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Révisable,24350078200079,,34345463300029,,,(35) Ille-et-Vilaine,,,megalis-bretagne
249997072,"Travaux de réhabilitation de 94 logements sis 42-44, rue de l'abbé Carton et 76, rue Didot à Paris (75) - Lot 2: Etanchéité",98229.0,45261420-4,Procédure adaptée,Marché,2023-12-21,18,Forfaitaire,61205059100082,,53820696200044,,4.0,,,,e-marchespublics
20242024_0200,Aménagement d'un terrain multisport,86476.92,45200000-9,Procédure adaptée,Marché,2023-12-21,1,Ferme,21370057800015,,39018404200047,,,La Chapelle-Blanche-Saint-Martin,,,data.gouv.fr_pes
202306090827D00,TRAVAUX CONSTRUCTION MAISON HABITAT,95274.16,45000000-7,Appel d'offres ouvert,Marché,2023-12-21,19,Révisable,24440064400013,,68204083702008,,,SAINT-NAZAIRE,,,data.gouv.fr_pes
2023T2324TCE100,PLOMBERIE SANITAIRE CHAUFFAGE,300000.0,45330000-9,Procédure adaptée,Accord-cadre,2023-12-21,48,Révisable,20010274700017,,44999549700012,,,OULLINS-PIERRE-BENITE,,,data.gouv.fr_pes
20230131400,MISSION OPC - FREYMING MERLEBACH - RESTRUCTURATION ET EXTENSION DU LPR ERNEST CUVELETTE SUITE FUSION,100430.0,71000000-8,Procédure adaptée,Marché,2023-12-21,39,Révisable,20005226400013,,33832946900393,,,FREYMING MERLEBACH,,,data.gouv.fr_pes
202423005801B00,CONSTRUCTION BATIMENT SILOT- POLE ESS ET DES CULTURES URBAINS A COULOUNIEIX CHAMIERS,167591.82,45210000-2,Appel d'offres ouvert,Marché,2023-12-21,1,Révisable,20004039200231,,33326471100032,,,PERIGUEUX,,,data.gouv.fr_pes
2023V2358400,V23584 - PRESTATIONS D'EXPERTISE ET D'AMO EN LIEN AVEC LES PROBLEMATIQUES MOUVEMENTS DE TERRAIN POUVANT ETRE APPLIQUES A LA SECURITE DES IMMEUBLES LOCAUX ET INSTALLATIONS (V23F0134),500000.0,71317000-3,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Révisable,21450234600015,,35163788900053,SBPC,,ORLEANS,,,data.gouv.fr_pes
2410045903,CONTRAT D'ENTRETIEN MENAGER POUR LES PATRIMOINES  DE LIMOGES HABITAT ET  SAINT-JUNIEN HABITAT: Lot 3: AGENCE CENTRE PETITS COLLECTIFS 1,12362.0,90910000-9,Appel d'offres ouvert,Marché,2023-12-21,12,Forfaitaire,87826475300012,,42868535801518,,5.0,,,,e-marchespublics
2023TVX0002L0100,AMENAGEMENT PARC DE LOISIRS,435015.41,45112710-5,Procédure adaptée,Marché,2023-12-21,5,Ferme et actualisable,21760429700010,,40306149200068,ASTEN,,LE MESNIL-ESNARD,,,data.gouv.fr_pes
2024OM2024LOT400,LOT 4 LOCATION DES BENNES TRANSPORT ET TRAITEMENT DES CORPS CREUX ET PLATS,194190.8,90511200-4,Procédure adaptée,Marché,2023-12-21,48,Ferme,20007339300106,,75134523200019,VACHER VALORISATION,,Langeac,,,data.gouv.fr_pes
249991001,"Entretien vignes CA89: Lot 1 : Réalisation des opérations manuelles d'entretien de la vigne ""Zone LM""",16848.0,77100000-1,Procédure adaptée,Marché,2023-12-21,10,Forfaitaire,13002171000012,,91914568000014,,1.0,,,,e-marchespublics
23019100,Fourniture et intégration d'équipements audiovisuels et associés pour la STS Métiers de l'Audiovisuel au lycée Pierre Corneille de Rouen,833000.0,32321300-2,Appel d'offres ouvert,Marché,2023-12-21,6,Forfaitaire,20005340300057,,40381955000035,,2.0,,,,e-marchespublics
2024C3D0006AJ500,ASSURANCES - L5 Risque statutaire_24,3126837.8,66512000-2,Appel d'offres ouvert,Marché,2023-12-21,48,Révisable,26340028500197,,33517109600035,,,MONTPELLIER,,,data.gouv.fr_pes
2024300000000100,ASSURANCE STATUTAIRE 2024 2025,146000.0,66510000-8,Procédure adaptée,Marché,2023-12-21,24,Ferme,21240311700014,,31124863700796,,,NONTRON,,,data.gouv.fr_pes
249887966,FOURNITURE DE DENREES ALIMENTAIRES POUR LA RESTAURATION COLLECTIVE DE LA CAISSE DES ECOLES DU 18ème ARR. DE PARIS: Lot 6: Viandes fraiches de volaille fermière à l\'équilibre,66000.0,15000000-8,Appel d'offres ouvert,Marché,2023-12-21,15,Unitaire,26750038700019,,6620009800086,,3.0,,,,e-marchespublics
202323M09400,ACQUISITION D'UN FOURGON ELECTRIQUE POUR LE SERVICE TECHNIQUE DE LA VILLE,58378.33,34144900-7,Appel d'offres ouvert,Marché,2023-12-21,5,Ferme,21670218300015,,88920407900020,,,ILLKIRCH-GRAFFENSTADEN,,,data.gouv.fr_pes
20231461,MISSION D'ASSISTANCE A MAÎTRISE D'OUVRAGE DANS LE DOMAINE DES RESEAUX DE CHALEUR: Lot 1: ASSISTANCE A MAÎTRISE D'OUVRAGE RESEAU DE CHALEUR CARRIET,300000.0,71356300-1,Appel d'offres ouvert,Marché,2023-12-21,48,Unitaire,45820496300029,,49981848200022,,1.0,,,,e-marchespublics
20242316200,"FOURNITURE ET LIVRAISON EN LIAISON FROIDE DE REPAS DESTINES A LA RESTAURATION DES ECOLES MATERNELLES ET ELEMENTAIRES, DES CENTRES DE LOISIRS ET MULTIACCUEIL DE LA VILLE DE SIX FOURS LES PLAGES -PARTIE CAISSE DES ECOLES-",3000000.0,55523100-3,Procédure adaptée,Accord-cadre,2023-12-21,48,Ferme,26830065400012,,66202519660347,,,SIX-FOURS-LES-PLAGES,,,data.gouv.fr_pes
202398718700,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 141,92697.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,Accord-cadre,2023-12-21,24,Révisable,13002682600011,,35256308400040,,,GRAND EST,,,e-marchespublics
2023B12000,NETTOYAGE GRAFFITIS SUR TOUT TYPE DE SUPPORT TERRITOIRE DE LA COMMUNAUTE URBAINE DE DUNKERQUE,500000.0,90690000-0,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Ferme,20002715900017,,50513222500036,,,DUNKERQUE,,,data.gouv.fr_pes
2023173101,Acquisition des systèmes d?archivage de blocs de paraffine et de lames anatomocytopathologie au CRB Cancer,80000.0,33100000-1,Marché négocié sans publicité ni mise en concurrence préalable,Accord-cadre,2023-12-21,13,Ferme,26310012500016,,34282043800030,,,Occitanie,,,data.gouv.fr_pes
202319300,"Trouville/mer - quartier de la croix sonnet - travaux de construction de 16 logements individuels et 14 logements intermédiaires: Lot 11 : Chauffage et#8211, Ventilation - Plomberie",364571.0,44115200-1,Procédure adaptée,Marché,2023-12-21,24,Révisable,78070570300012,,50465499700023,,,TROUVILLE SUR MER,,,e-marchespublics
2023MABO2000,LOT16 : VRD - CENTRE DE TOURISME ET D'ARTISANAT D'ART,103610.35,45112500-0,Procédure adaptée,Marché,2023-12-21,16,Révisable,21280051000126,,43360419600017,,,Bonneval,,,data.gouv.fr_pes
2023190300,Assurance pour les besoins de la Communauté de Communes Alpes Provence Verdon Lot 3 : Flotte véhicules et risques annexes,72200.0,66000000-0,Procédure adaptée,Marché,2023-12-21,48,Révisable,20006862500017,,30130960500410,,,SAINT ANDRE LES ALPES,,,data.gouv.fr_pes
2023190200,Assurance pour les besoins de la Communauté de Communes Alpes Provence Verdon Lot 2 : Responsabilité civile et risques annexes,40000.0,66000000-0,Procédure adaptée,Marché,2023-12-21,48,Révisable,20006862500017,,30130960500410,,,SAINT ANDRE LES ALPES,,,data.gouv.fr_pes
202323V1288-0000,ACHAT INSTRUMENTS DE MUSIQUE - FLUTES PROFESSIONNELLES,48000.0,37314000-2,Marché négocié sans publicité ni mise en concurrence préalable,Accord-cadre,2023-12-21,36,Révisable,21060088800015,,37989020500022,,,NICE CEDEX 4,,,data.gouv.fr_pes
2023MOEGOUVY00,MOE RENOVATION VILLA GOUVY & DEPENDANCES,154510.0,71200000-0,Procédure adaptée,Marché,2023-12-21,24,Révisable,21570332300257,,52301243300026,LE DORE PAYSAGE,,VILLA GOUVY RUE DE LA GARE A HOMBOURG-HAUT,,,data.gouv.fr_pes
202322022MS800,MS08 MOE Step CARLA BAYLE,48570.0,71300000-1,Appel d'offres ouvert,Marché subséquent,2023-12-21,24,Révisable,25090187300019,,49064639500213,,,SAINT PAUL DE JARRAT,,,data.gouv.fr_pes
202323MF0028900,TRANSPORT DES ENFANTS POUR LES ACCUEILS DE LOISIRS AA,214500.0,60112000-6,Procédure adaptée,Accord-cadre,2023-12-21,36,Ferme et actualisable,20006691800018,,35399822200031,,,ALES,,,data.gouv.fr_pes
202323280200,TVX AMENAG SQ LANNOY BISSY/BLV THEATRE/QUARTIERS CENTRE VILLE LOT 2 REVETEMENTS QUALITATIFS/PLANTATIONS/MOBILIERS,545762.62,45112710-5,Appel d'offres ouvert,Marché,2023-12-21,11,Révisable,21730065600014,,82878256500026,,,Commune de Chambéry,,,data.gouv.fr_pes
2024171I0200,TRANSPORT ALSH,44085.55,60000000-8,Procédure adaptée,Marché,2023-12-21,12,Ferme,21620525200010,,57718017700039,,,LONGUENESSE,,,data.gouv.fr_pes
249887944,"FOURNITURE DE DENREES ALIMENTAIRES POUR LA RESTAURATION COLLECTIVE DE LA CAISSE DES ECOLES DU 18ème ARR. DE PARIS: Lot 4: Viandes fraiches bovines, ovines de races allaitantes conventionnelle, à la pièce",600000.0,15000000-8,Appel d'offres ouvert,Marché,2023-12-21,15,Unitaire,26750038700019,,52722006500041,,4.0,,,,e-marchespublics
2023MAG233600500,MATERIELS ELECTRIQUES,120000.0,31600000-2,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Révisable,21380317400019,,82448465300012,,,PONTDECLAIX,,,data.gouv.fr_pes
2023MAG233600400,PEINTURE REVETEMENT MURAUX,40000.0,44111400-5,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Révisable,21380317400019,,30446564400017,,,PONTDECLAIX,,,data.gouv.fr_pes
2023GN23Z0100,Signalétique sur le territoire du GN,480000.0,45316200-7,Procédure adaptée,Accord-cadre,2023-12-21,48,Révisable,24110059300078,,43244308300030,SIGNALISATION GRAND SUD,,NARBONNE CEDEX,,,data.gouv.fr_pes
202318800,Trouville/mer - quartier de la croix sonnet - travaux de construction de 16 logements individuels et 14 logements intermédiaires: Lot 6 : Ravalement,104000.0,45443000-4,Procédure adaptée,Marché,2023-12-21,24,Révisable,78070570300012,,80839772300012,,,TROUVILLE SUR MER,,,e-marchespublics
20232023F0019100,FOURNITURE ET ACHEMINEMENT EN ELECTRICITE et EN GAZ NATUREL\n - Électricité à Haute Valeur Environnementale,17920.0,31682000-0,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,,21350238800019,,53126568400062,,,(35) Ille-et-Vilaine,,,megalis-bretagne
20232023T0000200,Rénovation d'un logement communal - GROS-OEUVRE,9147.5,45223220-4,Procédure adaptée,Accord-cadre,2023-12-21,12,Ferme et actualisable,21350109100010,,49000362100011,,,(35) Ille-et-Vilaine,,,megalis-bretagne
20232023F0003000,Fourniture de carburant - remplissage de cuves,326971.56,09134000-7,Appel d'offres ouvert,Marché,2023-12-21,48,Révisable,20006707200013,,85680240000098,,,(29) Finistère,,,megalis-bretagne
24100460518,CONTRAT D'ENTRETIEN MENAGER POUR LES PATRIMOINES  DE LIMOGES HABITAT ET  SAINT-JUNIEN HABITAT: Lot 18: AGENCE OUEST BELLEVUE MESSAGER - ROSSINI,14648.0,90910000-9,Appel d'offres ouvert,Marché,2023-12-21,12,Forfaitaire,87826475300012,,54201695103266,,5.0,,,,e-marchespublics
2023Z232246A0000,LOCATION D'ESPACES ET ACHAT DE PRESTATIONS DE VISIBILITE AUPRES DE L'ORGANISATEUR DU SALON MIPIM DU 12 AU 15 MARS 2024,138944.0,79950000-8,Marché négocié sans publicité ni mise en concurrence préalable,Marché,2023-12-21,4,Ferme,20005480700017,,41021936400081,,,MARSEILLE CEDEX 02,,,data.gouv.fr_pes
20230300,Location et transport de benne de déchèteries,800000.0,90500000-2,Appel d'offres ouvert,Marché,2023-12-21,36,Révisable,25630105200021,,39718008400014,,,SAINT-DIERY,,,data.gouv.fr_pes
249991078,"Entretien vignes CA89: Lot 8 : Réalisation des opérations mécaniques en itinéraire conventionnel : protection phytosanitaire, rognages",2537.0,77100000-1,Procédure adaptée,Marché,2023-12-21,10,Forfaitaire,13002171000012,,87995456800017,,1.0,,,,e-marchespublics
202306LOT102,Travaux de voirie en agglomération 2023,58556.85,45233140-2,Procédure adaptée,Marché,2023-12-21,2,Ferme et actualisable,20003511100018,,32181488100017,,,CDC DES SOURCES DE L'ORNE,,,data.gouv.fr_pes
202302CCAS00,FOURNITURE D ASSORTIMENTS DE CHOCOLAT,88000.0,15842000-2,Procédure adaptée,Accord-cadre,2023-12-21,48,Ferme,26310124800015,,79414554000017,,,TOURNEFEUILLE,,,data.gouv.fr_pes
249991034,"Entretien vignes CA89: Lot 4 : Réalisation des opérations manuelles d'entretien de la vigne ""Zone 2015 HD""",2049.0,77100000-1,Procédure adaptée,Marché,2023-12-21,10,Forfaitaire,13002171000012,,91914568000014,,1.0,,,,e-marchespublics
249985032,"Passation de marchés d'assurances pour les besoins de la communauté de communes du pays de craon et du c.i.a.s du pays de craon, dans le cadre du groupement de commande dont la ccpc est coordonnateur: Lot 2 : Responsabilité civile et risques annexes",10035.0,66516400-4,Appel d'offres ouvert,Marché,2023-12-21,48,Forfaitaire,20004855100010,,30130960500410,,1.0,,,,e-marchespublics
24993557,Renouvellement - Renforcement du réseau d'eaux uséesLe Louroux Béconnais à Val d'Erdre-Auxence,350000.0,45232410-9,Procédure adaptée,Marché,2023-12-21,5,Unitaire,20007186800158,,86380073600150,,5.0,,,,e-marchespublics
202322N0820-0100,LOT 1 - HAB FOURNITURE ET POSE D'OUVRAGES METALLIQUES SUR LES SITES DE LA REGIE POUR LA GESTION DES DECHETS MENAGERS ET ASSIMILES DU SECTEUR EST DE LA METROPOLE NICE COTE D'AZUR,720000.0,44170000-2,Appel d'offres ouvert,Accord-cadre,2023-12-21,48,Révisable,20003019500115,,97280251600021,,,NICE CEDEX 4,,,data.gouv.fr_pes
